,DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE
190609,GDSC1,281,13005737,749715,HCC2157,SIDM00774,BRCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.0442339999999986,0.9817799999999999,0.025651,0.630748
190610,GDSC1,281,13006086,749716,HCC2218,SIDM00772,BRCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.416242,0.8835430000000001,0.176845,-0.919997
190611,GDSC1,281,13006436,749717,HCC38,SIDM00675,BRCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.345138,0.984678,0.030751,0.917374
190612,GDSC1,281,13006741,753531,BB30-HNC,SIDM00172,HNSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.476482,0.9371010000000001,0.06785,-0.8626159999999999
190613,GDSC1,281,13007066,753532,BB49-HNC,SIDM00174,HNSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.704654,0.977743,0.051958000000000004,1.259831
190614,GDSC1,281,13007409,753533,BB65-RCC,SIDM00191,KIRC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.1642,0.973266,0.135652,0.7450209999999999
190615,GDSC1,281,13007751,753534,BEN,SIDM00990,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.622859,0.982883,0.081901,1.181917
190616,GDSC1,281,13008049,753535,BHY,SIDM00986,HNSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.9566440000000003,0.9857450000000001,0.099354,0.5473129999999999
190617,GDSC1,281,13008350,753538,Ca9-22,SIDM00489,HNSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.799982,0.962522,0.063356,-0.554465
190618,GDSC1,281,13008655,753539,CADO-ES1,SIDM00961,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.359109,0.981142,0.062469000000000004,-0.021868000000000002
190619,GDSC1,281,13008923,753540,CAL-12T,SIDM00939,UNCLASSIFIED,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.5867620000000002,0.9683940000000001,0.084114,0.194982
190620,GDSC1,281,13009234,753541,CAL-33,SIDM00942,HNSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.62285,0.977681,0.055923,0.229358
190621,GDSC1,281,13009537,753545,CP50-MEL-B,SIDM00175,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.880761,0.986233,0.081218,0.47503100000000004
190622,GDSC1,281,13009843,753546,CP66-MEL,SIDM00190,SKCM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.250801999999999,0.982288,0.022321,0.827514
190623,GDSC1,281,13010188,753547,CPC-N,SIDM00953,SCLC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.015555,0.9781040000000001,0.08244800000000001,0.60343
190624,GDSC1,281,13010533,753548,CTV-1,SIDM00951,LAML,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.193423,0.9542139999999999,0.13324,-1.132243
190625,GDSC1,281,13010880,753549,D-542MG,SIDM00207,GBM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.650399,0.983556,0.030387,1.208151
190626,GDSC1,281,13011206,753551,DMS-79,SIDM00524,SCLC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.5927159999999985,0.980992,0.031638,1.1532040000000001
190627,GDSC1,281,13011503,753552,DSH1,SIDM00970,BLCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.666685,0.983275,0.060018,0.271113
190628,GDSC1,281,13011846,753554,EBC-1,SIDM00486,LUSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.194966,0.94919,0.086117,-0.178224
190629,GDSC1,281,13012142,753555,EC-GI-10,SIDM00278,ESCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.223715,0.986666,0.046054000000000005,0.801712
190630,GDSC1,281,13012493,753556,EPLC-272H,SIDM01044,LUSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.234465,0.982158,0.034382,0.8119529999999999
190631,GDSC1,281,13012805,753558,HA7-RCC,SIDM00188,KIRC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,4.377657,0.981862,0.043691,0.94835
190632,GDSC1,281,13013140,753559,HCE-4,SIDM00052,ESCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.422517,0.981665,0.06898599999999999,0.038531
190633,GDSC1,281,13013465,753561,HO-1-u-1,SIDM00591,HNSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,1.9394740000000001,0.919451,0.098807,-1.3741430000000001
190634,GDSC1,281,13013762,753562,HSC-2,SIDM00590,HNSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.440695,0.981438,0.022043,0.05584600000000001
190635,GDSC1,281,13014073,753563,IM-9,SIDM00632,MM,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.5165870000000004,0.990395,0.026698000000000003,0.128137
190636,GDSC1,281,13014340,753564,IST-SL1,SIDM00223,SCLC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.7604559999999996,0.9769770000000001,0.069017,0.360435
190637,GDSC1,281,13014686,753565,IST-SL2,SIDM00230,SCLC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,2.872621,0.943973,0.038902,-0.485273
190638,GDSC1,281,13015011,753566,J82,SIDM00693,BLCA,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.1793810000000002,0.962168,0.113131,-0.19306800000000002
190639,GDSC1,281,13015311,753569,KNS-62,SIDM00606,LUSC,1017,Olaparib,"PARP1, PARP2",Genome integrity,1046,Y,0.019531,5.0,3.733235,0.9549270000000001,0.023779,0.334506
